transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,stock_price,total_trade_amount,customer_account_type,day_name,is_weekend,is_holiday,stock_liquidity_tier,stock_sector,stock_industry
3320,2023-08-29,4955,12,1,183,204.75,133.5024712210652,24430.952233454933,1,3,0,1,Mid,1,7
9835,2024-11-27,4747,5,0,167,205.56,46.30454070484591,7732.858297709267,1,4,0,0,High,1,2
4608,2023-11-28,3588,11,1,410,183.64,13.041595213903143,5347.054037700289,1,3,0,0,High,4,1
1439,2023-04-12,3938,17,1,154,182.75,149.4428972387641,23014.20617476967,1,4,0,0,Mid,4,6
468,2023-01-31,3339,11,1,189,204.25,27.063391627607302,5114.98101761778,1,3,0,0,High,4,1
5467,2024-01-18,3087,17,1,19,121.72625000000004,195.16967393900265,3708.2238048410504,1,2,0,0,Mid,4,6
3330,2023-08-30,3375,7,0,35,267.17625,139.47343436464402,4881.570202762541,1,4,0,0,High,1,2
5829,2024-02-12,4023,11,0,304,186.1,13.155546760971744,3999.28621533541,1,1,0,0,High,4,1
8608,2024-09-02,4955,17,1,108,204.45,92.85037726923788,10027.84074507769,1,1,0,0,Mid,4,6
697,2023-02-17,3588,9,0,295,173.0,178.27772734327442,52591.92956626596,1,0,0,0,High,0,5
7268,2024-05-27,450,17,0,125,121.72625000000004,131.59972831462233,16449.96603932779,0,1,0,0,Mid,4,6
9145,2024-10-08,1816,12,0,74,189.12,97.52176930032384,7216.610928223964,1,3,0,0,Mid,1,7
8181,2024-08-01,3588,12,0,105,184.69,115.24602385622016,12100.832504903117,1,2,0,0,Mid,1,7
9939,2024-12-03,4955,11,0,187,205.76,6.250882242605082,1168.9149793671502,1,3,0,0,High,4,1
1315,2023-04-04,3938,17,0,130,190.16,172.03508117305478,22364.56055249712,1,3,0,0,Mid,4,6
2302,2023-06-15,2663,5,0,278,267.17625,117.54801686937289,32678.348689685663,1,2,0,0,High,1,2
2040,2023-05-29,193,11,0,603,207.89,18.54029502965489,11179.797902881897,1,1,0,0,High,4,1
7109,2024-05-15,1157,10,0,56,200.09,80.3178500192787,4497.799601079607,1,4,0,1,Mid,2,0
3667,2023-09-21,4747,12,0,21,206.48,129.1965661088771,2713.1278882864194,1,2,0,0,Mid,1,7
915,2023-03-07,1157,5,0,52,203.54,151.99078998477987,7903.521079208553,1,3,0,0,High,1,2
13,2023-01-02,4747,8,0,468,267.17625,190.64681446895423,89222.70917147057,1,1,0,0,High,4,1
8584,2024-08-30,1356,8,0,129,121.72625000000004,422.44799639344615,54495.79153475455,1,0,0,0,High,4,1
6428,2024-03-27,4955,1,0,23,204.92,331.28358538381053,7619.522463827642,1,4,0,0,Low,0,5
1537,2023-04-19,387,13,0,27,121.72625000000004,115.48000706919989,3117.9601908683967,1,4,0,0,Low,3,3
737,2023-02-21,4703,12,0,334,174.33,159.33398823176074,53217.552069408084,1,3,0,0,Mid,1,7
8202,2024-08-02,3914,11,0,63,174.86,8.924087938039696,562.2175400965008,1,0,0,0,High,4,1
8653,2024-09-05,4747,12,1,142,202.21,111.48670713544696,15831.112413233468,1,2,0,0,Mid,1,7
454,2023-01-30,347,19,0,18,121.72625000000004,88.01166250903218,1584.209925162579,0,1,0,1,Mid,1,2
4346,2023-11-10,4747,8,0,61,200.85,333.7948905181448,20361.488321606834,1,0,0,0,High,4,1
928,2023-03-07,3938,11,1,118,211.1,25.31987710017627,2987.7454978207998,1,3,0,0,High,4,1
6292,2024-03-15,4023,17,1,44,190.6,146.89815758958468,6463.518933941727,1,0,0,0,Mid,4,6
8282,2024-08-08,4646,8,0,42,160.0,434.2518904218196,18238.579397716425,1,2,0,0,High,4,1
8723,2024-09-10,2065,19,0,420,137.43,57.47831245255911,24140.891230074827,1,3,0,0,Mid,1,2
6474,2024-03-29,474,5,1,186,212.66,66.70449056212078,12407.035244554465,1,0,0,0,High,1,2
38,2023-01-03,4519,17,0,355,267.17625,105.14362866951058,37325.988177676256,0,3,0,0,Mid,4,6
5771,2024-02-07,182,11,1,11,267.17625,11.930289621690422,131.23318583859464,1,4,0,0,High,4,1
2555,2023-07-05,4519,5,1,29,213.43,105.56778045217884,3061.4656331131864,0,4,0,0,High,1,2
7633,2024-06-20,1243,18,0,172,202.91,41.00273905610964,7052.471117650858,1,2,0,0,Mid,1,2
9999,2024-12-05,182,18,1,105,267.17625,44.72107476467634,4695.7128502910155,1,2,0,0,Mid,1,2
6621,2024-04-09,3588,11,0,179,184.36,14.25035792072841,2550.8140678103855,1,3,0,0,High,4,1
941,2023-03-08,1157,8,0,252,205.33,278.4062620013201,70158.37802433266,1,4,0,0,High,4,1
7399,2024-06-05,4987,8,0,1529,267.17625,561.4045459834559,858387.5508087041,1,4,0,0,High,4,1
6129,2024-03-05,503,19,0,57,121.72625000000004,50.951063468797095,2904.2106177214346,1,3,0,0,Mid,1,2
9830,2024-11-26,4955,19,0,30,206.93,63.589816752991645,1907.6945025897494,1,3,0,0,Mid,1,2
2681,2023-07-14,4519,5,1,217,217.46,96.20514567876684,20876.516612292406,0,0,0,0,High,1,2
4355,2023-11-10,4519,11,0,493,208.63,12.269053287729536,6048.643270850661,0,0,0,0,High,4,1
3059,2023-08-10,4747,17,1,180,190.42,175.5147802184264,31592.660439316754,1,2,0,0,Mid,4,6
7881,2024-07-10,4747,5,0,227,201.78,44.120556315766414,10015.366283678975,1,4,0,0,High,1,2
739,2023-02-21,280,17,0,137,137.0,139.7910828543754,19151.37835104943,0,3,0,0,Mid,4,6
539,2023-02-06,4747,11,1,129,154.42,24.832916053942164,3203.446170958539,1,1,0,0,High,4,1
3326,2023-08-29,845,17,0,684,173.58,178.1048270485295,121823.70170119418,1,3,0,1,Mid,4,6
4240,2023-11-03,4747,5,1,199,202.2,91.69319078431216,18246.94496607812,1,0,0,0,High,1,2
1401,2023-04-11,3938,2,0,27,183.31,13.346602838493364,360.3582766393208,1,3,0,1,Low,4,6
4047,2023-10-20,4145,17,0,23,121.72625000000004,195.87072306095928,4505.026630402063,1,0,0,0,Mid,4,6
5138,2023-12-29,4955,11,1,106,205.36,10.674369285466064,1131.4831442594027,1,0,0,0,High,4,1
4230,2023-11-02,2871,12,0,71,121.72625000000004,129.0910408892786,9165.46390313878,1,2,0,0,Mid,1,7
4192,2023-10-31,319,19,0,40,267.17625,51.31395574369487,2052.558229747795,1,3,0,0,Mid,1,2
9143,2024-10-08,4697,11,1,238,267.17625,7.768953319978397,1849.0108901548585,1,3,0,0,High,4,1
5539,2024-01-23,941,17,0,554,267.17625,192.26577432381487,106515.23897539344,1,3,0,0,Mid,4,6
2693,2023-07-14,2366,17,0,45,121.72625000000004,182.2661900666807,8201.978553000632,1,0,0,0,Mid,4,6
5341,2024-01-11,4747,11,0,164,205.19,11.18066910114793,1833.6297325882604,1,2,0,0,High,4,1
9918,2024-12-02,3938,5,0,550,213.07,50.51023310955865,27780.628210257255,1,1,0,0,High,1,2
7671,2024-06-24,2426,11,1,264,192.45,9.34315210592099,2466.592155963141,1,1,0,0,High,4,1
9174,2024-10-09,4955,12,1,122,205.06,98.02389990499192,11958.915788409015,1,4,0,0,Mid,1,7
1808,2023-05-11,4594,11,0,61,121.72625000000004,20.36759830260135,1242.4234964586824,1,2,0,0,High,4,1
5112,2023-12-28,1185,11,0,60,267.17625,10.825938084590211,649.5562850754127,0,2,0,0,High,4,1
3990,2023-10-18,1902,5,1,292,267.17625,90.372182961701,26388.67742481669,1,4,0,0,High,1,2
3456,2023-09-07,3064,10,0,198,198.0,85.24237055964781,16877.989370810268,1,2,0,0,Mid,2,0
2908,2023-07-31,1513,12,0,119,203.31,145.6905654120914,17337.177284038877,1,1,0,0,Mid,1,7
6652,2024-04-11,2994,5,0,768,267.17625,58.78002989932613,45143.06296268247,0,2,0,0,High,1,2
8288,2024-08-08,4747,12,1,123,201.23,116.1253145019564,14283.413683740637,1,2,0,0,Mid,1,7
6245,2024-03-13,4747,13,0,23,201.52,99.0070535643474,2277.1622319799903,1,4,0,0,Low,3,3
2698,2023-07-17,2680,5,0,135,135.0,94.9572264273526,12819.2255676926,1,1,0,0,High,1,2
4017,2023-10-19,845,8,0,14,175.04,330.14596752591154,4622.0435453627615,1,2,0,0,High,4,1
4340,2023-11-10,4955,6,0,45,208.93,132.12415770147274,5945.587096566273,1,0,0,0,Mid,1,2
4646,2023-11-30,4955,7,0,132,206.59,146.91580439627296,19392.88618030803,1,2,0,0,High,1,2
7740,2024-06-28,336,17,0,5,141.4,110.46167341471184,552.3083670735592,1,0,0,0,Mid,4,6
7092,2024-05-14,3339,8,1,370,259.07,423.7471235082747,156786.43569806163,1,3,0,0,High,4,1
4693,2023-12-04,3588,11,1,244,180.98,13.073072478899585,3189.8296848514988,1,1,0,0,High,4,1
1740,2023-05-04,227,16,0,14,156.08,177.1133181294906,2479.5864538128685,1,2,0,0,Mid,3,3
5407,2024-01-16,4955,8,1,948,209.51,371.3853065427013,352073.27060248086,1,3,0,0,High,4,1
4589,2023-11-27,4519,12,1,82,204.29,128.65746438505244,10549.9120795743,0,1,0,0,Mid,1,7
3126,2023-08-16,4955,0,0,56,203.42,60.80434270341039,3405.043191390982,1,4,0,0,Low,1,7
2158,2023-06-06,4519,5,0,158,227.79,122.7257368913818,19390.666428838325,0,3,0,0,High,1,2
5334,2024-01-11,845,5,0,245,185.17,127.3541403063298,31201.7643750508,1,2,0,0,High,1,2
8637,2024-09-04,3588,11,1,64,185.75,7.014945261236643,448.95649671914515,1,4,0,0,High,4,1
1826,2023-05-12,3938,11,1,66,166.22,19.6483052980233,1296.7881496695377,1,0,0,0,High,4,1
4231,2023-11-02,4094,12,0,83,121.72625000000004,129.0910408892786,10714.556393810122,1,2,0,0,Mid,1,7
3488,2023-09-11,4747,5,0,166,201.17,108.9077153316456,18078.68074505317,1,1,0,0,High,1,2
9054,2024-10-02,3928,11,0,133,133.0,7.559502721238215,1005.4138619246826,1,4,0,0,High,4,1
9769,2024-11-22,4023,16,0,54,172.65,213.3612607187824,11521.50807881425,1,0,0,0,Mid,3,3
3648,2023-09-20,4747,18,1,125,206.23,47.440592290183936,5930.074036272992,1,4,0,0,Mid,1,2
5903,2024-02-16,968,12,0,292,267.17625,123.0865740283598,35941.27961628106,1,0,0,0,Mid,1,7
6386,2024-03-25,3938,5,1,705,205.7,62.47842500567787,44047.2896290029,1,1,0,0,High,1,2
5639,2024-01-30,4747,6,0,114,202.05,154.52872521985896,17616.27467506392,1,3,0,0,Mid,1,2
6424,2024-03-26,4747,12,0,43,202.05,121.12283447209772,5208.281882300202,1,3,0,0,Mid,1,7
7827,2024-07-05,2426,5,1,45,192.53,46.34075689467444,2085.33406026035,1,0,0,0,High,1,2
7744,2024-07-01,2895,5,0,308,267.17625,54.37250063952418,16746.730196973447,1,1,0,0,High,1,2
3013,2023-08-08,2874,8,0,123,123.0,353.01825965362707,43421.24593739613,1,3,0,0,High,4,1
7672,2024-06-24,3444,12,0,182,182.0,116.0989360314603,21130.006357725775,0,1,0,0,Mid,1,7
9549,2024-11-07,702,5,0,97,121.72625000000004,57.73216360858272,5600.019870032524,0,2,0,0,High,1,2
9978,2024-12-05,192,5,0,1982,267.17625,46.35637451555417,91878.33428982837,1,2,0,0,High,1,2
3081,2023-08-14,193,2,0,22,228.56,17.577914922159042,386.7141282874989,1,1,0,0,Low,4,6
3521,2023-09-12,4747,11,1,6,200.98,12.65804437702471,75.94826626214827,1,3,0,0,High,4,1
4979,2023-12-20,2315,11,0,159,159.0,12.60087742483183,2003.539510548261,1,4,0,0,High,4,1
7620,2024-06-20,2988,11,0,177,262.52,8.988084679249313,1590.8909882271284,1,2,0,0,High,4,1
4348,2023-11-10,2426,8,1,203,175.94,333.7948905181448,67760.3627751834,1,0,0,0,High,4,1
8441,2024-08-21,4747,6,0,123,202.13,136.03089031763335,16731.799509068904,1,4,0,0,Mid,1,2
1347,2023-04-06,4747,16,1,166,208.5,183.7211514573777,30497.711141924698,1,2,0,0,Mid,3,3
7088,2024-05-14,4367,6,0,42,121.72625000000004,134.76734009136362,5660.228283837272,0,3,0,0,Mid,1,2
8948,2024-09-25,4855,17,0,163,163.0,132.39144160299895,21579.804981288828,1,4,0,0,Mid,4,6
5652,2024-01-30,4747,18,1,80,201.85,41.10658053017684,3288.5264424141474,1,3,0,0,Mid,1,2
8082,2024-07-24,2426,11,1,31,190.53,8.689953205194042,269.3885493610153,1,4,0,0,High,4,1
1792,2023-05-10,4747,8,0,277,194.94,334.2720643684761,92593.36183006788,1,4,0,0,High,4,1
7429,2024-06-06,4160,11,0,793,267.17625,9.853695919591226,7813.980864235842,1,2,0,0,High,4,1
9580,2024-11-08,3938,8,1,232,210.21,552.2874859425065,128130.6967386615,1,0,0,0,High,4,1
9960,2024-12-04,3588,5,0,77,180.87,47.44767539083943,3653.471005094636,1,4,0,0,High,1,2
2271,2023-06-13,193,11,1,145,213.9,20.421112320582257,2961.061286484427,1,3,0,0,High,4,1
9767,2024-11-22,4747,12,1,47,204.19,97.6994788638006,4591.875506598629,1,0,0,0,Mid,1,7
2956,2023-08-03,227,5,0,310,197.88,105.93857462616464,32840.95813411104,1,2,0,0,High,1,2
3444,2023-09-07,4519,2,0,96,206.9,17.05419813821087,1637.2030212682437,0,2,0,0,Low,4,6
7736,2024-06-28,4066,11,0,242,121.72625000000004,9.54097574317378,2308.916129848055,1,0,0,0,High,4,1
834,2023-02-28,789,11,0,75,121.72625000000004,23.459861616364933,1759.48962122737,1,3,0,0,High,4,1
6499,2024-04-01,366,11,0,835,242.91,14.576824417694723,12171.648388775095,1,1,0,0,High,4,1
2992,2023-08-07,3588,5,1,437,176.8,105.44253150294249,46078.38626678587,1,1,0,0,High,1,2
7793,2024-07-03,193,12,1,50,254.18,111.00318773725373,5550.159386862686,1,4,0,0,Mid,1,7
2151,2023-06-05,3588,12,0,15,174.35,155.45053144931595,2331.7579717397393,1,1,0,0,Mid,1,7
4023,2023-10-19,4361,11,0,98,121.72625000000004,11.08704852131156,1086.530755088533,1,2,0,0,High,4,1
7615,2024-06-20,227,9,0,1125,208.95,227.89320544396148,256379.85612445665,1,2,0,0,High,0,5
6124,2024-03-05,4035,12,0,133,136.92,117.85200258425866,15674.316343706401,1,3,0,0,Mid,1,7
3339,2023-08-30,3853,17,1,64,121.72625000000004,180.21635334832035,11533.846614292503,1,4,0,0,Mid,4,6
4344,2023-11-10,182,7,1,197,267.17625,142.92020259863483,28155.279911931062,1,0,0,0,High,1,2
4464,2023-11-20,3938,9,1,68,205.96,149.33312314699182,10154.652373995445,1,1,0,0,High,0,5
2376,2023-06-21,3588,4,1,53,170.38,77.68720745633449,4117.421995185728,1,4,0,0,Low,1,4
9044,2024-10-02,3938,5,0,144,208.0,43.4356040493089,6254.726983100481,1,4,0,0,High,1,2
5571,2024-01-25,4747,5,1,333,201.77,138.70633009168134,46189.20792052989,1,2,0,0,High,1,2
8599,2024-09-02,4519,8,1,150,214.93,431.3492714021367,64702.390710320506,0,1,0,0,High,4,1
8504,2024-08-26,4955,17,0,47,203.57,98.12238941839198,4611.752302664423,1,1,0,0,Mid,4,6
8880,2024-09-20,4519,9,0,203,214.17,280.21674203096774,56883.99863228645,0,0,0,0,High,0,5
1887,2023-05-17,3588,8,1,242,182.11,331.7119048352644,80274.28097013399,1,4,0,0,High,4,1
1198,2023-03-27,4955,11,1,180,219.92,23.699116530850848,4265.840975553153,1,1,0,0,High,4,1
6427,2024-03-26,3588,18,0,199,181.56,48.89445347704442,9729.99624193184,1,3,0,0,Mid,1,2
8911,2024-09-24,3853,5,1,74,121.72625000000004,42.23490110829763,3125.3826820140243,1,3,0,0,High,1,2
2936,2023-08-02,4747,5,1,50,189.37,103.46299194812585,5173.149597406293,1,4,0,0,High,1,2
6342,2024-03-20,2076,8,0,199,199.0,453.0888018696642,90164.67157206318,1,4,0,0,High,4,1
1430,2023-04-12,1157,12,0,104,206.29,148.7002830471978,15464.82943690857,1,4,0,0,Mid,1,7
6307,2024-03-18,2845,16,0,55,121.72625000000004,126.84259778015448,6976.342877908496,1,1,0,0,Mid,3,3
3650,2023-09-21,1816,5,1,202,174.28,121.18473202860392,24479.31586977799,1,2,0,0,High,1,2
1938,2023-05-19,4747,12,1,12,195.38,149.7391147728544,1796.8693772742529,1,0,0,0,Mid,1,7
5172,2024-01-01,1157,17,1,65,192.39,213.0699985598146,13849.549906387949,1,1,0,0,Mid,4,6
7764,2024-07-01,845,17,1,37,188.87,113.60505270623176,4203.386950130575,1,1,0,0,Mid,4,6
6393,2024-03-25,4747,11,0,102,202.51,13.16465626591518,1342.7949391233485,1,1,0,0,High,4,1
1154,2023-03-23,3339,5,1,927,267.17625,124.05588357304404,114999.80407221183,1,2,0,1,High,1,2
6250,2024-03-14,4530,5,0,343,267.17625,71.65242981011856,24576.783424870668,1,2,0,0,High,1,2
7037,2024-05-09,1185,12,1,65,267.17625,131.09171942160887,8520.961762404577,0,2,0,0,Mid,1,7
4229,2023-11-02,182,11,1,1043,267.17625,11.959999428595196,12474.27940402479,1,2,0,0,High,4,1
4975,2023-12-20,1513,11,1,129,182.04,12.60087742483183,1625.5131878033062,1,4,0,0,High,4,1
6401,2024-03-25,4955,15,1,9,205.91,133.34901280684383,1200.1411152615945,1,1,0,0,Low,1,4
3640,2023-09-20,4747,11,0,2235,206.86,11.64323147237796,26022.62234076474,1,4,0,0,High,4,1
3972,2023-10-16,4955,17,0,308,211.43,175.6981137269525,54115.01902790137,1,1,0,0,Mid,4,6
9594,2024-11-08,4519,17,0,98,213.07,148.23483488619124,14527.01381884674,0,0,0,0,Mid,4,6
3376,2023-09-01,2583,12,0,165,121.72625000000004,132.8651476191462,21922.749357159122,1,0,0,0,Mid,1,7
2487,2023-06-29,4747,16,0,71,191.69,142.6292344064619,10126.675642858796,1,2,0,0,Mid,3,3
6954,2024-05-03,1956,11,0,82,138.75,10.68904552414794,876.501732980131,1,0,0,0,High,4,1
606,2023-02-09,4023,12,0,387,194.67,163.7674813988872,63378.01530136935,1,2,0,0,Mid,1,7
7444,2024-06-07,2923,5,0,292,246.0,54.69057689148211,15969.648452312776,0,0,0,0,High,1,2
5928,2024-02-20,407,2,0,17,121.72625000000004,23.20066585386529,394.4113195157099,1,3,0,0,Low,4,6
2454,2023-06-28,637,5,1,54,180.22,116.36229324442628,6283.563835199019,1,4,0,0,High,1,2
3609,2023-09-19,4649,5,0,932,267.17625,121.66928645505648,113395.77497611263,0,3,0,0,High,1,2
1484,2023-04-14,182,19,0,216,267.17625,68.53890973525121,14804.404502814261,1,0,0,0,Mid,1,2
4519,2023-11-22,412,16,0,82,212.5,151.4609146926911,12419.79500480067,1,4,0,0,Mid,3,3
3038,2023-08-10,4955,5,1,423,205.3,101.6346510578804,42991.45739748341,1,2,0,0,High,1,2
9352,2024-10-22,3322,8,0,741,231.65,453.1317927970544,335770.6584626173,1,3,0,0,High,4,1
7692,2024-06-26,2352,2,0,22,211.2,20.6410195799028,454.1024307578616,1,4,0,0,Low,4,6
4116,2023-10-26,4801,9,0,92,121.72625000000004,142.70165152771696,13128.55194054996,1,2,0,0,High,0,5
1427,2023-04-12,2352,11,0,289,223.25,22.388784410635385,6470.358694673626,1,4,0,0,High,4,1
497,2023-02-01,4747,18,0,36,157.0,72.41211865039743,2606.8362714143077,1,4,0,0,Mid,1,2
3353,2023-08-31,4747,10,1,26,198.02,81.3289276138996,2114.5521179613893,1,2,0,0,Mid,2,0
8794,2024-09-16,4747,5,1,284,202.27,45.69477335101958,12977.31563168956,1,1,0,0,High,1,2
759,2023-02-22,3938,12,1,158,206.68,158.27811354317544,25007.941939821718,1,4,0,0,Mid,1,7
838,2023-02-28,4747,17,0,53,167.2,142.72043476076223,7564.183042320398,1,3,0,0,Mid,4,6
4327,2023-11-09,3588,11,1,156,180.41,11.505237499658596,1794.817049946741,1,2,0,0,High,4,1
2128,2023-06-02,4955,7,1,154,205.2,107.2300700462402,16513.43078712099,1,0,0,0,High,1,2
1023,2023-03-14,946,12,0,65,121.72625000000004,155.44434265785046,10103.88227276028,1,3,0,0,Mid,1,7
8762,2024-09-12,4747,8,1,65,202.42,484.2728509446824,31477.735311404354,1,2,0,0,High,4,1
5614,2024-01-26,2338,17,0,151,151.0,173.97940899286917,26270.890757923244,0,0,0,0,Mid,4,6
5581,2024-01-25,4747,12,1,34,201.78,127.55617743370055,4336.910032745819,1,2,0,0,Mid,1,7
1058,2023-03-16,193,9,0,53,193.68,173.47858850734147,9194.365190889099,1,2,0,0,High,0,5
9542,2024-11-06,3031,11,0,72,121.72625000000004,6.609284008763456,475.8684486309688,0,4,0,0,High,4,1
6856,2024-04-26,2386,9,0,10,182.67,338.53245475668314,3385.3245475668314,1,0,0,0,High,0,5
7349,2024-06-03,4747,8,0,308,203.29,534.3044047640911,164565.7566673401,1,1,0,0,High,4,1
9045,2024-10-02,4955,5,1,154,206.06,43.4356040493089,6689.083023593571,1,4,0,0,High,1,2
2129,2023-06-02,4955,8,1,52,204.48,299.6023708430536,15579.323283838788,1,0,0,0,High,4,1
2767,2023-07-21,3985,12,0,70,121.72625000000004,144.22364155158772,10095.65490861114,1,0,0,0,Mid,1,7
2109,2023-06-01,4747,11,1,75,197.22,19.55518596273505,1466.6389472051287,1,2,0,0,High,4,1
3617,2023-09-19,1513,9,0,46,187.62,130.84232050984028,6018.7467434526525,1,3,0,0,High,0,5
1545,2023-04-20,1513,5,1,137,233.4,126.13851032508406,17280.975914536517,1,2,0,0,High,1,2
6914,2024-05-01,359,8,0,154,154.0,396.8757637614884,61118.86761926921,1,4,0,0,High,4,1
1719,2023-05-03,203,16,0,37,121.72625000000004,174.70533169568327,6464.097272740281,1,4,0,0,Mid,3,3
7435,2024-06-06,4747,12,1,23,203.39,123.62110061966511,2843.2853142522977,1,2,0,0,Mid,1,7
7365,2024-06-04,193,5,1,30,257.54,47.72368940371751,1431.7106821115253,1,3,0,0,High,1,2
6235,2024-03-13,2997,8,0,65,121.72625000000004,457.5657886910744,29741.776264919834,1,4,0,0,High,4,1
725,2023-02-20,4747,17,0,49,146.48,140.83122836054548,6900.730189666729,1,1,0,0,Mid,4,6
6673,2024-04-12,227,5,1,298,205.82,57.17539712827521,17038.268344226013,1,0,0,0,High,1,2
8029,2024-07-19,4747,17,1,121,201.84,104.38484858015369,12630.566678198596,1,0,0,0,Mid,4,6
5492,2024-01-19,3938,18,1,50,204.38,35.42432661924227,1771.2163309621137,1,0,0,0,Mid,1,2
1128,2023-03-21,182,17,0,52,267.17625,164.8226688713146,8570.77878130836,1,3,0,0,Mid,4,6
2957,2023-08-03,4955,5,1,79,203.63,105.93857462616464,8369.147395467005,1,2,0,0,High,1,2
5156,2024-01-01,1243,8,0,260,227.38,397.8726484613512,103446.88859995131,1,1,0,0,High,4,1
4817,2023-12-11,1663,11,0,443,258.5,13.000304668133309,5759.1349679830555,1,1,0,0,High,4,1
6202,2024-03-11,1513,11,1,308,183.51,12.160939602223149,3745.56939748473,1,1,0,0,High,4,1
6224,2024-03-12,99,11,0,86,121.72625000000004,12.204819870304172,1049.6145088461587,1,3,0,0,High,4,1
8686,2024-09-09,4700,5,0,145,185.65,43.93354052545526,6370.363376191012,0,1,0,0,High,1,2
7114,2024-05-15,4747,12,0,401,203.37,132.87574108136812,53283.17217362861,1,4,0,1,Mid,1,7
5275,2024-01-08,2844,7,0,166,230.0,147.807293166369,24536.010665617254,1,1,0,0,High,1,2
8536,2024-08-28,2358,5,0,34,267.17625,42.5546263351082,1446.857295393679,1,4,0,0,High,1,2
3044,2023-08-10,3938,5,1,159,190.71,101.6346510578804,16159.909518202985,1,2,0,0,High,1,2
6912,2024-05-01,4144,6,0,24,121.72625000000004,124.8559712830846,2996.5433107940303,1,4,0,0,Mid,1,2
150,2023-01-11,4955,11,0,182,224.15,26.319029939352017,4790.063448962067,1,4,0,0,High,4,1
7574,2024-06-18,2620,17,0,88,121.72625000000004,118.19684286519691,10401.322172137328,0,3,0,0,Mid,4,6
4206,2023-11-01,2002,8,0,165,165.0,348.2218568118279,57456.6063739516,1,4,0,0,High,4,1
5493,2024-01-19,1594,19,0,86,121.72625000000004,50.15076794122478,4312.966042945331,1,0,0,0,Mid,1,2
2690,2023-07-14,1328,17,0,299,267.17625,182.2661900666807,54497.59082993753,1,0,0,0,Mid,4,6
4221,2023-11-02,4703,8,0,72,151.78,364.33127247623736,26231.85161828909,1,2,0,0,High,4,1
9102,2024-10-04,3588,17,1,166,181.01,143.86469172269733,23881.538825967757,1,0,0,0,Mid,4,6
842,2023-03-01,2802,5,0,72,121.72625000000004,146.1324940931931,10521.539574709903,1,4,0,0,High,1,2
8137,2024-07-29,1513,12,0,370,193.93,113.31118794117548,41925.13953823493,1,1,0,1,Mid,1,7
6438,2024-03-27,2982,11,1,273,213.75,13.93553756440395,3804.401755082278,0,4,0,0,High,4,1
9700,2024-11-19,1157,6,1,86,193.24,133.9326098770846,11518.204449429275,1,3,0,0,Mid,1,2
6200,2024-03-11,4747,11,1,217,201.56,12.160939602223149,2638.923893682423,1,1,0,0,High,4,1
2795,2023-07-24,4955,12,1,82,202.6,145.75672269233172,11952.0512607712,1,1,0,0,Mid,1,7
7626,2024-06-20,182,17,1,187,265.28,110.85438606190311,20729.77019357588,1,2,0,0,Mid,4,6
8475,2024-08-23,4679,5,1,40,267.17625,40.95298362915642,1638.1193451662568,1,0,0,0,High,1,2
7890,2024-07-10,193,12,0,126,253.18,112.979742543073,14235.447560427197,1,4,0,0,Mid,1,7
6608,2024-04-08,3588,12,0,269,184.37,114.04749773710996,30678.77689128258,1,1,0,1,Mid,1,7
9195,2024-10-11,2988,5,0,288,242.23,40.37843293269693,11628.988684616716,1,0,0,0,High,1,2
8248,2024-08-06,3812,17,1,151,189.63,97.1943727592064,14676.350286640167,0,3,0,0,Mid,4,6
1393,2023-04-10,319,11,0,1497,267.17625,20.968639967868903,31390.05403189975,1,1,0,0,High,4,1
1922,2023-05-19,193,0,0,16,198.21,90.89628161551342,1454.3405058482147,1,0,0,0,Low,1,7
7019,2024-05-08,4519,12,0,489,213.33,129.85202689719767,63497.641152729666,0,4,0,0,Mid,1,7
3622,2023-09-19,142,16,0,80,121.72625000000004,135.42860656848788,10834.28852547903,1,3,0,0,Mid,3,3
4849,2023-12-13,3938,5,0,390,203.75,95.1850576189724,37122.17247139924,1,4,0,0,High,1,2
2292,2023-06-14,57,11,0,982,267.17625,19.6309387575938,19277.58185995711,1,4,0,0,High,4,1
2134,2023-06-02,674,11,0,190,190.0,20.471441702389694,3889.573923454042,1,0,0,0,High,4,1
551,2023-02-07,3938,2,0,50,214.0,12.688899047412564,634.4449523706282,1,3,0,0,Low,4,6
1741,2023-05-04,3339,17,0,68,267.17625,150.8407947159592,10257.174040685226,1,2,0,0,Mid,4,6
5290,2024-01-08,1157,18,0,11,190.82,35.814147314736935,393.9556204621063,1,1,0,0,Mid,1,2
1818,2023-05-12,3938,4,0,130,167.46,85.62905970147304,11131.777761191495,1,0,0,0,Low,1,4
4699,2023-12-04,3938,12,1,78,204.97,127.5537597796218,9949.1932628105,1,1,0,0,Mid,1,7
5182,2024-01-02,1783,9,0,222,222.0,169.09279043320416,37538.59947617132,0,3,0,0,High,0,5
3019,2023-08-08,4519,16,1,197,207.71,121.37295391937376,23910.47192211663,0,3,0,0,Mid,3,3
18,2023-01-02,3938,11,0,126,164.5,30.01933522766273,3782.436238685504,1,1,0,0,High,4,1
1771,2023-05-08,4747,17,1,120,195.92,159.70907312959406,19165.08877555129,1,1,0,0,Mid,4,6
1889,2023-05-17,4955,8,0,69,211.66,331.7119048352644,22888.121433633245,1,4,0,0,High,4,1
2153,2023-06-05,193,17,1,80,212.99,172.00540517589798,13760.432414071838,1,1,0,0,Mid,4,6
